comment,sentiment
modis schemes empower the poor and help them achieve more way hardwork not doles which make people lazy this will make people lazy why should person work gets 12k ayushman farmers housing interest subsidy all meant make them work more,1
how much the plate cost 6000 72000,1
scared that with modi going will also have,0
they gave terrorists biryani fed them bombs yogi adityanath draws parallel between cong bjp abe biryani tere bap modi ney khaya tha jjoot bolta besharsn,0
dont understand how modi become india the way giving 3rd class sadakchap speeches dont even deserve troll copied,0
lol cant understand urdu hhahahahhahaha and why only imran khan why not modi there any secret,1
cud due chokidaar modi having alerted army wings paki cant come and take your house over that why you enjoyed bath feel relax  otherwise you wud muslim,1
anything anytime bring back lion modi,0
was jan sangh and leaders like who raised voice support bangladesh during its independence movement assam,0
but hurts see such big hindu crowds for staunch christian priyanka ayodhyahindus are naiveself destructive peoplemodi and team have done such great work for ganga mabut this priyanka takes boat drive with reverencesoniarahul priyanka never went for kumbh,1
why modi taking credit for this,0
all those who worship modi should know other was ridiculed much the current other made fool himself much the current one has,1
you cannot blame bjp for that many modiji bhakts are educated should blame cong for that only only cong bcoz their education policies created millions educated illiterates,1
modionrepublic democracy only successful when there selfimposed discipline speech and other activities public modi changed the chalta hain mode india,1
whole family vote for modi,1
headlines off paki newspaper calling modi soon prostitute waiting for the indian muslims now show their patriotism come out and condemn pakistan unequivocally,0
when trumppence announces spaceforce omfg yeah when modi confirms indias anti sat missile what about space debris how can india this when they have toilets and running water,0
opposition parties has asked take exception modi having announced success asat program its violetive code conduct this logic tomorrow pakistan attacks india opposition will ask direct govt not respond bcoz won modi will take benefit,1
election commission examining modis address antimissile test via,0
but kind youth who say india modi and modi india should back school some reading then join politics most dont want such politicians young old,1
guess modi should win the next term well pagal extermist deesh tukray hoon gay gud gud,1
when modi plans his next ministry shd make this guy the minister for women child development,0
believe good strategy who else symbolises modis failure more than karti chidu nirav modi lalit modi and the entire and coal mine scamsters being free and contesting elections,1
mean modi gets reelected will both retire from media join politics himalayas and meditation what the plansbetter ready baar phir modi sarkar,-1
questioning bjp over its promise provide jobs the unemployed youth rahul gandhi asked how much jobs mehul choksi and nirav modi created,1
great very nice fan opens modithemed cafe tamil nadus thoothukudi,1
not even single news modi losing gujarat seat surfaced but here rahul losing amethi already confirmed its about perception and also consider the circumstances too not just saying modi also contested twothis that and all,1
still its linked narendra modi who linked bjp whom they want fool,0
upto our dimwits media and anti modi india sud stop functioning for the rest months,0
sabse pehle aapka number hai apply for change name else ensure another people vote for modi,0
only modi off course,0
welcome back modi,1
supreme court asked cbi what you have done mulayam singh yadavs disproportionate assets case jhatka for will save him for praising modi,0
heres what cricketer has requested modi ahead the upcoming lok sabha elections,0
those who criticise today arnab live interview with modi  challenge those people have guts tell face live interview with arnab goswami waiting hashtag,1
samjhauta case judge saysbest evidence against accused hindutva terrorists aseemanand was withheld from the court nia after cbiceccvccagrbi nia another institution destroyed modi government now used acquit govt favored terrorists,1
none the film members belong bjp says producer  narendra modi sandip ssingh live,1
country has given years the congress all know what has happened what has not happened for the country therefore have given years ordinary citizen this country feel should give years,-1
hell man and fight with terrorist under modi government army has improved its power,0
modi haters turned into india haters very true ajay aloki happy see these haters troubled and nervous haters more than china and pakistan,1
you guys will burn out slowly and surely till modi around,1
what bold step modi this crucial time betting this young man definitely modi man vision  wish you very very good luck tejasvi,1
modi got patent rights lies chance rahul any others,0
phenomenal press conference kanhaiya kumar yesterday takes most bitter questions too head unlike modi and rahul,1
well done modi sir real prime minister our country vote for only,1
every statistics and surveys shows that sucked last years compare whether its about but people still supporting just because his ability speech are lol,1
and are paying for many attacks many innocent people died and all could was mourn without action and look today even pakistan knows modi can finish them whenever they want maybe that the reason they want congress back but big,1
prime minister modi should stop abusing accusing modi jiforfavouring anil ambani raffale deal this not new thing can now find comfort the news that canadian prime minister trudeau tried hushup prosecution against firm,-1
you dont need worry rahul will fulfil promises unlike modi,0
the missile used was asat antisattelite missile this test was empower self defense and not used weapon destruction said honorable prime minister modi proud indian  jai hind,1
the announced has dent and hard that new drama has staged him counter but modi sunlo,-1
right intent commitment dharma can bring lot positive change the society look what development initiatives have been taken for northeast region india modi government,1
pai his best always licking tweeting pro modi  looser,1
netflix series delhi crime spins web unacceptable halftruths the december gang rape case,0
wish madhavan would tell least ways which shri modi sir has contributed strengthening the democracy instead dog whistling for trolls come with their filth,-1
estimates around lakhs people have gathered hear modi,0
yes indeed real lion when roars the opposition gets terrified baar dhajjiya uda rakh denge modi,1
modi has never taken credit the achievements our great scientists has only addressed the nation about the achievement and admired our scientists now days has been routine work congress and jds people troll modi does anything,1
rajdeep sardesai gives credit nehru for mission shakti fact for all lauudable projects space research his logic that but for nehrus vision there would dept space researchisro come arent you trying too hard and too too foolishly discredit modi,-1
have been asking this question all the defense experts can india fit the meteor missiles the mirage2000 also how are outnumbered with regards airborne early warning system pakistan reflects badly the modi govt,-1
china actions not words count for indians now you have fooled enough with hindi chini bhai bhai since 1950s you are the same communist china but  modi india not nehru,0
even modi had fought from seats 2014 have forgotten this namo rogi,0
hes warning him man simply crying foul that your kaptan great wont make him great also with terror camps gone hes the most happiest guy now thanking modi and indian armed forces,1
you too fell the trap social media run modi bashing seems once aap launched you into free space orbit you still are orbiting aimlessly now you dear the asat coming and smashing you your spacial ideology stop modi bashing you will appreciated,1
three these case happened non bjp ruled states still blaming modi for this,0
   nasa stands for nehru whatever happening space waterland due nehru except poverty unemployment corruption nehru left india with 100 jobs all citizens billionaire and zero corruption modi took all moneyjobs years,-1
congis has plenty chances when pakis terrorized the border non stop for yrs and then especially after 2611 too bad  modi takin all the revenge,-1
india not power space this statement false and self assumed there are certificates being issued for being nuclear power space power india can not fight 14000 nuclear bombs russia and these 1000s are 100 mega ton bombs,-1
show the proof that modi promised lakh for every family will transfer 1000 your account every monthdont miss this chance,0
sir truth always trimphs  congratulations and all the best100 will win jai modi,1
march the red letter day the histry indiawe also now become super power the world salute all the scientist drdo and also the prime minister narendra modi whose courageous dicision taken jai bharat,1
future bright before 1970 and after 2019 lok sabha election their will change,1
fake newsmodi doing great job last and atal bihari vajpeeye,1
dear kid ask mom give cup horlicks more you too weak anyways forget about that the govt which you defending has spent 11k for providing broadband connectivity 5010 village panchayats means 22cr per connectionscam scam scam,1
dear you have forgotten blame punjab you are supposed accuse only yogimodi,0
man you really dont like modi you,1
drdo exchief mission shakti upa didn give nod but modi had the courage thanks,1
thank you for clearly explaining and proving without any doubt hoe rafale procurement executed modi,1
nabi bhi hota tab bhi log modi vote karte and shows what people want see what opposition lacks vision and,0
congratulations surya being nominated candidate bjp south jai modi,0
modi gave interview arnab goswami today going troll lutyens tomorrow  high decibel news start tomorrow and,1
sorry boss fan modi but not jaitley you must retire,-1
can never bring down pakistan satellite with antisatellite missile you know why coz pakistan doesn have any satellite all,-1
tej bahadur yadav claimed that was approached several parties join them but chose contest independent candidate from varanasi,0
wont accuse state govt this its congress govt ismein bhi modi bjp haath hain,0
attack narendra modi funny video modi himself terrorist attack for indias security,1
except for the fact that was rbi gov once mind you pretty bad one compulsive modi hater what are his credentials that see him flushing out his empty head shit once two months front barkha nidhi,-1
anti modi anti india then modi india more unpolitically correct india modi which dangerous start with,-1
this days journalism has become dump under modi rule that they telecast any bullshit that come out the gutter mouth modi one buys this shit,-1
jan 2017 after note ban poor rural woman travelled rbi bombay change 4000rs banned notesbelieving modis statement that after decthe rbi would continue change notes she was turned awayyet six months later2000cr cash deposited illegally banks was,-1
your biggest challenge till the elections are over not from modi team but from your own team there are enough and more motormouths your party and they can hold their horses for some time then thatll commendable achievement what you feel can they,1
only their narrative correct and those who disagree with them rwinger and these people have the temerity say that india has become intolerant under modi,0
thanks for making our stronger stronger,1
people believe honest aap haw honest image modi also honestpeople believe itbut ncbn richest cmassociating with him will affect imagejagan youngfighter who fights his own like upeople vexed with ncbnu will meet jagan delhi after may,1
bose death mystery shashtri  death also mystery those people mocking movie modi for female lead movie made nehru will typical grade movie women alcohol and murder mysteries,-1
insane figure you cant expect good from him fair resolving kashmir issue,1
absolutely right brother narendra modi one man funny person,1
sir request you please kindly see mathematics exams solution about perliamentary election 2019 prove that chowkider narendra modi will again india,1
there are only few things that make wait what here one 3000 back shopping for 3000 bigbazaar their from 29th  31st march you can register here get your token and stand chance,-1
the most underreported disaster modi govt has been  apathy towards pest like you,1
kanhaiya kumar impressive hands downhis points about the failure each the schemes under modi govt bang,1
nirav modi remain jail court rejects bail plea,-1
you better stay there least you will vote for utterly failed modi government what promises modi made 2014 and how many fulfilled you are voting see hindutva forget about modi couldnt build ram temple despite thumping majority,1
does want modi pakistan,0
call vivek oberoi for your program represent his new film modi,1
indian opposition leader mamata banerjee lashes out modi,0
sorry modi support modi for but will not vote for kanpur nagar here are many more voters like who not satisfy from pachauri sorry,0
roshan what party name written icicibrokerage services ltd narendra modi brokerage services ltd your return and pan whose name shown rakesh roshan yours,0
narendra modi addresses public meeting gohpur watch,0
guess modis going hand over the baton ngadkari has proved his incompetence inefficiency over promisesunder deliver modi has been overrated its not only opinion but middle class people india few affluent they care who runs the country ,1
jaikumarrana11 thats call strategy will not accept defeat without fighting bihar they won last election seat for loksabha now they are fighting only modi hai mumkin already accepting defeat,0
gujarat bjp minister dares consume poison will there outrage only mani shankar aiyar dares modi the same ,0
learn how write aur baar modi sarkar means like india,0
well said vir this hilarious people who are praising modi only they knows why how will help them lol anyways cheers the scientists drdo and isro,1
nda will get 300plus seats says modi,0
you may visit priyanka gandhi vadra show for refresh your eyes and entertainment but not for vote because for indias best modi,1
this will epic she fighting against modi,1
narendra modi address nation with important message narendra modi address nation with important message will address the nation between 1145 and noon source,1
modi dhoni kohli last letter something special,1
modi spoke all the oppos seen with their tales btwn the legs,0
modi government performance below average top30 voter priorities survey finds,-1
thats the only this modi can gain votes like did earlier killed his own army jawans and then blamed pakistan,1
the percentage illiteracy india alarming every person among illiterate modi did not made new schools colleges universities years results mein bhi chokidar firki raha hai,1
can understand the reason for her heartburn has modi really taken credit she claims hes been all praise for the scientists involved the great job people give credit modi its not his fault should take credit for central schemes little confused,1
not happy with his return because reduced tension between two countries not able play emotional nationalist card for long angry that yet not met,-1
first there were fake church attacks then they said modi will remove reservations slams congs seasonal lies,-1
why want win this election because modi constantly attacking mahagathbandhan but still regional party except stalin saying yes this our candidate,1
just change modi rahul gandhi sonia gandhi the speech you get congressi leaders speech,0
did any one ask gandhi wite viceroy save his life guess not its consequence whether wrote not what his comments were btw who asked you write about this couldnt think anything against modi scratch harder may find eureka moment,-1
who this brain dead person who wants kill just saying wonder people are against modi,0
2530 discount only you vote for modi  love and trust for from rajasthani small scale businessman marvelous,1
pakistan fix after balakot strikes modi india news times india,0
native its small village all are middle class lower class family who are innocent living simple life they are having very good opinion abour modi govt this made happy,1
you must hit them mla instructs his followers attack the supporters narendra modi,0
long modi doesnt deposit  lakhs account wont let him step down from chair long rahul doesnt give that machine which converts aloo into sona wont let him sit chair  through,-1
its auto compulsion mode isnt for you criticize and mock modi even though would seem colosally illogical and silly even your quaint mind,-1
this exactly why support modi the past years have not been perfect but will always better than these guys,1
yes become modi and bjp has been actively trying erode every democratic institution this country undemocratic unconstitutional and unbecoming indian envisioned our constitution,-1
delhi vivek oberoi and producer film narendra modi sandeep singh arrive election commission source ani,0
have madam havent been successful thought maybe youd have some exclusive material since you are clearly commited modi and fully buy into all his ideas sure modiji would want you change nonbhakts mind,1
didnt see mention vijay mallya there though dont you trust modi modi investigated congress leaders thoroughly and they didnt find any corruption they got bail dont antinational not trusting modi,0
startling statements nirav modi nirav modi statement london court that did not escape from india was threatend congress leaders escape and runaway from india gave them commission rupees 456 crores congress leaders end with congress soon,-1
this brutality modi against peaceful islami pakistan,1
you dont have any agenda other than protesting modi,-1
always pleasure listen this man skills and thought really gem person and somehow modi undermine his stature,1
lok sabha poll tracker live congress culture destroyed uttarakhand says modi,1
phirse modi again,0
tweet carefully you are modi supporter have observed that many times you are engaged self praise with wiser than everybody attitude,1
confirmed now this guy substance addict and buddhu will remonetise what modi demonetised says rahul gandhi times india via,1
well saidall you appose modi high speed levelso that will win more and more seats indirectly you are insulting person behind this missionhave problem that modi declared ,1
said very correct when said who are against modi are against india,1
thanks nehru all great scientists for their hard work since last years also thanks modi for giving information,1
modi you keep staminaesteemdaring move forward with rigid steps for prosperity nationi have blessed you for victory being mahatma title given villagers musepur 1968 during school timenone can stop your victory,0
other than bjp modi bashing there seems agenda for aap this election,-1
setback for cong hardik barred from contesting lok sabha polls,0
late than never modi bagged hindu religious middle class educated votes muslims dalits votes shared all secular parties why aap formed they forgot politics everything happens power they forgot what their actions assauddin owasisi also helping,-1
two favourite persons arnab and modi,0
farmer suicides rose sharply during the modi government tenure its final budget the bjp the demand minimum support price plus gave version that satisfied one,1
throw those cups desperate modi,-1
just super impressed this guys work not modi who your choice,1
they are dead dug amazing responses from modi exposed everyone namo namo,1
its well known modi his policies for yrs been disaster for indias economy rupee jobless its secret,-1
mrbhushan you must quote the statement mrvk saraswat chief isroupa govt didnt give resources this achievementwhy much registance modiupa govt did loot only last tenure,1
greta thunberg takes her climate fight berlin namo raths sell modi merchandise and other news pictures,-1
respect your view but view totally different would say modi cannot compared with indira like elephant and mouse what modi did marketing only paid media and money made him fake leader issue still not leader jobs and indian economy,-1
and you have insulted forcing them leave modi insulted advani joshi not letting them contest polls via,0
watch modi journey common man,-1
modi different the new indian express after long wait for indian citizenship hindu and sikh refugees have ray hope via,1
yada yada dharmasithe greatest lines lord krishna have come true accordingly india safe only under the governance modi hence with the shape shri modi assured shri krishna the holy gita,1
afraid that gets elected will have work modi cabinet,-1
the beauty modi lies his decision carry the things right way our scientists toil hard make fruitful,-1
dear modi promised from black money from which money raga promised seems from scam money,-1
bhai will next india nda get clear majority earlier was also gujarat when modi was gujarat best luck advance for new and great innings will retired may president india  ,1
yes sir proud you also sir rahul gandhi next prime minister india 2019 defnetilly this perfect tweets for present chokidar chore modi dont take vote benefits,1
modi wave nomination manju filed hasan birth place kumaraswamy,0
well donemodi again,0
boss dont waste time raghuram rajan was clear supports congress lackey and maino family which modi eased him out 2016 will all probablity future upa guvt get padmaratna awards thats,-1
bhakts wah see modi  vikas 140 increase assets ordinary achievement any union minister power,-1
seems old modi abusing modified modi dont,1
how would capability become reality without using testing technology only can analyse its effect scope improvement how modi hate has made harvard graduate illiterate that not able understand between theory practical,-1
this slap,0
mrinal pande editor congress mouthpiece national herald makes transphobic comment target modi via,0
left his kingdom like gautama buddha left his palace like lord rama live the forest what but reality hes doing opposite modi left his thatched home that can live palace what sacrifice making only fools will buy such narrative,1
are dakkan manmohan singh govt did not have the balls give goahead for this operation takes guts this and modi has shown that you will always remain dakkan only,0
tiring but again this one man was voted majority read people india what you label vanity disguise say that you pontificating gravy train has been stopped modi now nurse yourself,0
model and will power modi bhart shresth bharatindia become country world,0
narendra modi about speed scale skill risks,0
why not ask modi fulfill his promises rahul gandhi aleady win the billions hearts let the congress win the election first then only you can question objection thier policies,1
congress thinks that are fools they dont even completed any their promises from the past rahul gandhi says that congress party will come the throne they give amount rs73000 per year but our god modi has given and rs160800 per year,-1
modi providehouse lpg toilet made the daily needs cheaper only didnot give any salarynow pappu give salaryjai desh jantabano aur nikamma banoaur sath mijhe bhi banao,-1
his 40s and mamta her 50s what the problem calling small boy modi citizen who changing his name due 20yrs younger than him now modi has ran out gujarat fearing defeat from the small bou,-1
thanks modi happay today you are followed        modi again,1
really happy that weve modi government that keeps mainstreaming thoughts had been otherwise would have all been akbar worshippers and mental slave arabia the west fyi this from exmilord katju pathetic,-1
but for only modi,0
please praise nda government for this decision modi has given you much respect more than what you deserved why didnt upa not dispite readiness from drdo,1
can drdo help chmodi fix bjps website,0
pmols polls will see modi wave again 2019 says ram madhav  assamnews,0
seeall shown hardly makes nehru neech aadmihe wasnt dictator like mr56there was cabinet which took decisionsim sure they had their reasons whatever they did wud modi even qualify the league those leaders,1
case expectations reality under modi,0
leaders when nirav modi was arrested immediately why was kapil sibhal sent londonnirav modi have three passport which was made 2010 congress leaders are shock shivering and frightend nirav modi gave very big statement london court that,0
authorities the arthur road prison mumbai have kept high security cell ready for extradited from connection with loan default cases against him india,1
dont worry beating black and blue who give statements like this you are not too far wait for your turn come ask yasin malik his exp where modi put danda for him hope will enjoy jail treatment,1
terrorist acts actually increased under modi yes appreciate his action balakot but dont think the country would unsafe without him after all won many battles against pak and dismembered the country with other govts,1
because modi heads department space,0
modi contest from bengaluru south was just rumor spread the sanghis deny tejaswini ananthkumar ticket and give one the blue eyed boys from the modishah team shows what extent this new team will capture power,1
your all predctions has gone other way round pls say modi losing,-1
western media also said modi lied about balakot,0
mission shakti big win for india narendra modi addresses nation watch live now and ndtv 24x7 follow updates here,1
were they govt and what hypocrite band gang something good happens under modi regime give credit concerned agency air strike for all negatives hold him responsible but always remember give credit nehrukhan dynasty sychophancy its peek,1
you didnt even ever bother acknowledging requests bring railway facility from una hamirpur its disappointment but wont give sure next time modi would want railway minsiter who are engaging and listens people,1
proud moment for our india more reason for support vote for modi,1
offcourse means same election gimmicks did modi 2014 and now doing 2019 hahah kyu mirchi lagi,0
modi created major revenue funds indian history bjp can offer govt job member every family with 25k salary 8gm free gold newly married couple banks can waive off 2lacs loans all banks can allow balance accounts free ration poor but bjpcong refuse,1
obviously modi not the list,0
nirav modi vijay mallya share same jail cell judge has answer,-1
1998 vajpayee govt bjp nuclear tests 2019 modi govt bjp space super power bjp always,1
the future the trump brand 400 redacted pages and the private cell phone numbers every modi and the world your phone years him years her,0
nehru has asked the bjp follow his visionhe told that inc has become pathetic that they cant carry forward visionand resultbajpai govt has gone with nuclear test nehru again asked the bjpand modi has done,-1
hes younger version modi,0
here are 200 reasons vote modi metros ahmedabad nagpur jaipur lucknow washermenpet all umanned level crossings eliminated,0
surely modi continue for yrs lndia,1
modi perpetual liar started with chaiwala story,0
the youth every indian state today looking for jobs modi carried out demonetisation brought about the gabbar signh tax his 1520 pals have destroyed our economy for better policies support the youth volunteer @,1
translation mere loveday lagne bach gayphewwwnow will writen article how modi habbit scaring people,-1
good newsgood news good newsgood news modi real master stroke,1
doesnt mcc restricts modi announce such step while opposition having free hit lac has boomeranged 72k,1
sir are following tha same path modi,0
know any better one then modi,1
public miting merath modi,0
what the choice cobbled government diabolical ideologies each one tearing away their pound flesh dienasty who can stay away from power please check the number fishermen arrested sri lanka during upa nda name one member modi fly who has benefited,1
who cares dont want your gynan will vote for modi,0
modi not shameless but people who elect him says what people want hear knows how fool radicalised gullible indian public that wasnt the case majority indians wudnt want more force applied knows his audience well,1
when modi came thanthi function saw how shamelessly you came forward and shook his hand anti hindu thirutu thiruma,0
sounds familiar mates with modi who tried the exact same thing with pakistan but got his butt kicked its about time that muslim countries watch each others backs against this state terrorism,1
modi destroyed economy bullet speed not reduced even the fag end his term,0
swamy was first object against adhia kubemishra das not doing now unfortunately indians are taught blind followers either gandhi modi bhakti keval eshwar vyakti keval samarthan and that too issues,-1
bjp should accept defeat modi wave over ,0
you are saying only modi the first the history with forgien trips while singh made foreign trips during his second term incurring total cost approximately 1346 crore modi has far undertaken visits costing nearly 2021 crore the exchequer,-1
thats just eyewash modi would have given that idea,0
people had expectated disgusting reply from   can only announce cash for vote without substance you expect modi should ask from congress what should say not,-1
modi king the corruption,0
that true then why modi govt did not take action put them behind bar,1
bhakts ask where will money come from answer recover npas from modis toadies that will take care first years then our gdp itself expected increases such level that impact will only gdp,1
stupid only ppl like you can supporters militants otherwise entire humanity against extremism every nation world coordinates war terror except pakistan,-1
when you will press the kamal button silence will reign from the congress parivar modi moran assam watch live here,1
that means will vote for modi and campaign for modi modi obc,0
have stopped investing already only resume modi wins,1
because there are many fools are india like who dont know the contribution modi cause guys and all other party showing the only negative news about india should shame you,1
are with you modi till our last breath and will witness the new india free from gandhi family,1
mine also narendra modi bcz self made leader,0
true and nukes are gonna devastating god forbid modi brings regions peace dire situation,-1
china say modi start anti china policy against china south east asia,0
hello medam modi called ask reg election campaign call 8667450490,0
dramas will continue till election suddenly indian defence being able shoot down satellite which seems like anger because the satellite imagery exposed drama socalled strikes the same indian defence failed 27th feb 2019,-1
taking this and sending all modi baiters network who accuse him being alone times crucial decisions,0
this must read for everyone but  put those questions aside for now vital they are and ask you three other questions instead are you okay with the fact that the,1
catch mig the top clause after accounting for benefits under modi schemes the top for will not 36l everyone calculates but could less than 50k additional expenditure that can managed mig riding top schemes,1
congress denied cause they didnt have money but are promising the moon poor modi ran welfare schemes well development,-1
the headline enough justify the paid nature the quote and the news channel was given,0
what did modi announce,0
modi there you shot satellite here many people peeed their pants,1
modi can that you can expect any type low level thinking from him may next time would try sacrifice one pilots with,0
thus guy was dancing the streets when modi announced 500m now looking for skills,0
same here still interest left politics because modi after him too done with,0
nirav modi deep trouble predicted denied bail london astrologer anilaggarwala,-1
not able understand modi didnt mentioned this his govt achievement his speech why all good reporter including rajdeep bringing nehru congress and other,1
people like are curse this nation being army officer should teach the people this nation discipline was taught army but accidentally this man horrible and big bustard modi,-1
announces indian antisatellite weapon,0
iss modi govt kuch hoga nei mukesh ambani pressure fat jati inka govt change hone sayed possible sakta crypto regulation,0
first you should knowno organisation has separate dedicated funds for csr activityur dumbness real what ppl guessing,1
modi believes elimination rather than accommodation,0
modi hate from those who doing true worship and his government trying abolish sant rampal maharaj,-1
general election 2019 live modi trying project himself hanuman farooq abdullah,1
body there only modi india,0
stop bullshit asking vote for statehood even you win delhi seats  not going happen stop fooling people  same way you took power delhi election and delivered nothing but abuse for modi,1
population world769 crore india136 crore but rahul gandhi will bring out poverty 25000 crore sala banega bar bar modi sarkar,0
kho dilse modi firse,0
thank you very much our beloved prime minister for achievements again and again,1
what hoping not their win but not absolute majority for any cost prevent modi from becoming again    ,1
datz truth then ask master kkhujliwal stop challenging modi,1
reached destination without solution amazing service railway,1
didnt ask proof ohh election near right must careful right now modi can track activity bangkok from setelight suggestionburkha pehen lena,1
from the black money which modi brought back  jumle jumla,-1
the way modi shah treat minorities this country truly disgraceful advani joshi have made enough money already,0
congress just offered 72000 per annum one out five people this poor country but liberals think film modi life going make people vote for bjp much for credibility,-1
jagadambika pal trying her luck for the third time there 2nd time bjp candidate this constituency has got highest number brahmin votes approx lakh obcs form lakh dalits and muslims factor modi,0
tej bahadur dismissed indian soldier decided contest elections against narendra modi,0
chowkidar ranjan mishra plz will give you follow back will work together for the election campaign favour modi across the country such the people india have placed their trust bjp modi for his new initiatives and development programmes,1
modi will mute this success all his failures belong the forces,1
good want modi remain for life,1
need question both the opposition and the ruling partythat the duty the media and the citizens check our representativescongress committed scams and the result was clear 2014 modi continuously announcing jumlasbut now mainstream media reporting them,1
what did you expectec showcause modi huhhhh,0
modi addresses public meeting koraput odisha  via namo app,0
modi wants strong india rahul wants make beggar,1
modi have filed complaint against one rakesh aggarwal ips pb99 2015 off same was sent mha they have passed strictures against him but till date action due pressure from your own party can expect action from chowkidar nation thanks,1
anybody who creates division our society name religion caste gender language region should dislikedthis division for votes and creation the vote bank was started congress and followed regional partiestell one action modi this respect,1
and what about those fake propaganda against modi,-1
make sure witness the the inspiring story narendra modi trailer out only erosnow looks awesome,1
oppn scared chowkidar people trust assam modi targets rivals via namo app via mynt,0
its excellent interview modi bhai 100 sure and positive iss baar 400 paar,1
modi government does great work for assam modiji think everyone make strong nation its really hard work modi government now assam devlopment state india,1
the list modi wrongdoings runs long his omissions and commissions the gujarat pogrom and the subsequent subversion criminal justice system are shocking the conscience reasonable person and kalank for nation,-1
people social media are making statements extreme ends both the sides electronic media behaving bootlickers but print media drawing some what balanced inferences nda loosing 100 and upa gaining 100 seats which that modi will not,-1
agree with the point that says that modi must not send letter pakistan was wrong step modi kitna bhi political diplomatic raha agrieved because bloody nation was behind pulwama,-1
have modi whos your leader uddhav thackeray blasts opposition ndtvthevalelya bayka shevati thevalelyach astat tyana kunkoo lavta yet nahi,0
just because love modi doesnt mean that should vote for all the candidate bjp most the candidates bjp arent chosen modi they are chosen state leadership and many times they make bad choices they think modi bhakti will help push bad people victory,-1
rss terrorist and gobarbhakt when will stop chaplusa modi modi and amit shah tadipar pakoda gobarbhakt gobarbhakt rahogewhat will happen this india gobarbhakt and rss terrorist will thereu bastard marchki thandi jitne dinbache hai utne mod dinbacchehai,1
sorry dont understand maam its like saying you dont know anything know everything and then modi govt destroying institutions lolz,-1
pretty blatant violation the spirit the model code conduct not the letter even give him the benefit the doubt the timing the asat test the fact that modi chose make this announcement himself gives the game away,-1
modi can without lie,0
dont have remote controlled now its the lion modi that ready destroy them dont you worry prepare sit more years opposition,1
modi will address the nation with important message any time now already queuing outside the sbi atm,1
yahan bhi khush nahi dont think people belong india this proud moment for indian scientiists india not modi aur any one else yahan khush hona seekh,1
its like liquor advertisement using water glasses ambush marketing modi,0
sir why your all tweet biased not modi bhakt but just requested some research robert wadra and make video him bcz this topic also current topic and people want know about this,0
challenge any the modi haters get court orders for jpc jpc orders can given court and get kapial sibbal get the orders from any the courts,0
india attains the capability target destroy space satellites orbit via,-1
the choice lok sabha seat candidate shows their mindset modi contested from ancient civilisational holy city varanasi rahul gandhi will contest from wayanad city where muslim league will need make him win india choose the leader want,1
the secular and its committee are just humbugs sell hindu interests that creature the constitution you are enomoured uphold served modi postpone after the election you like participate all these meetings and claim some fame,0
how young was mrmodi when lefthe has white hair and receding hairline and how young was when dumped his wife and left his mother how many more young ladies does mrmodi spy the behest their fatherif was just protection why couldnt just tell police,1
modi must given atleast three termso that people can see his good workin opinion doing good work other leader has his vision developmentwhy congress cannot sit opposition even for 1015 yearsso desperate grab power via mynt,1
congrats team modi the people india who chooses this govt 2014 are now able see these miraclesnow once again modi sarkar see more strengthen all fieldsi think shouldnt give importance rahul his paid supporters,1
saraswat modi spokie anyway whats the credibility what says,0
 not just social media rahul gandhi beats feku hands down culturally ethically cerebrally and emotionally good human monster how rahul beat modi the social media battle,1
election wrap from rahul minimum income promise row over modi biopic look major developments march,1
reliable sources after modi addresses the nation violating moral code conduct eci has banned him from contesting for the 2019 philip kotler award,0
only modi has the power put india international map only modi,0
india has become only the fourth nation possess antisatellite weapon asat successfully targeted live satellite low earth orbit modi,1
main bhi chowkidar citizens support new india which fighting corruption dirt terrorism poverty they pledge their support the chowkidar india modi who building new india which strong secure prosperous via namo app,1
modi way comparable chandrababu naiduu bared from entering usauk for religious fanaticism gujarat inspire big gujarati community westthey allowed for their business when pmno country bared naiduno political party kept him away but,0
have asked modi when promised lacks every 125 crore indians become from yesterday,0
your madness very well understandable public almost sure modi again comes power 2019 then yourself along with mother and jija will jail your best get rid punishments,1
politician will acknowledge the mistake and give fodder the opposition but narendra modi has been quick course correction and you can see how things have been worked gst rarely talks about demonetization,1
only think this has potential shift govt expenditure driven economy private consumption which certainly need the hour you tell what bjps prospectus about economic development next half decade modi speeks 4045 minutes but not talk about future,1
theres reason why youre seeing torrent modi bhakti across social media and real life disgraced pretentious  like him one the top most reason sheer modi hatred will produce only equal and opposite bhakti,1
india headed for civil unrest revolution modi comes power would fight against hindutva terror,0
modi made visit your constituency priyanka,0
once mamta banerjee said about matters beef eating that who modi who ami shah decide what should eat not now can say who she decide what should write read,0
rahul bro work hard and defeat terrorist modi,-1
jaitly modi wrong thy arrested all traiters like and pdp and hurriyat sent thm jail forever thn situation will different millions peoples live with peace love,1
already pappe lost election against modi,0
know which part india being sought the judge asked try and establish which jail modi likely held,-1
the same way your party did pre 2014 you mean your expert comments this subject are thru experience ache din black money  lakh khane dunga khaoonga corruption rampant now and yeddy diaries prove khaoonga chowkidaar allowing modi choksi mallya run,-1
lacs interest,0
modi jai honamo again luck for upcoming elections,0
modi coming national again announce that jet airways flight has left time from delhi airport new york,1
modi and yogi are not from last years yogi came 2017 ann modi 2014 ask those who have made bimaru state years rule,0
you are match for even modi match chalo bhaago,0
